# sen(phi)	 cos(phi)	 cos(theta)	 Jpar[nA/m2]
-0.9610	0.2766	0.9180	-664.8369
-0.9610	0.2766	0.9226	-821.6012
-0.9663	0.2575	-0.9111	-661.1531
-0.9663	0.2575	-0.9059	-708.7005
-0.9663	0.2575	-0.9002	-694.9474
-0.9663	0.2575	0.9016	-291.0943
-0.9663	0.2575	0.9071	-412.3554
-0.9706	0.2408	-0.8944	-558.2557
-0.9706	0.2408	-0.8882	-557.9205
-0.9706	0.2408	0.8897	-144.5453
-0.9706	0.2408	0.8958	-219.4430
-0.9741	0.2261	-0.8827	-404.7451
-0.9741	0.2261	-0.8759	-409.2982
-0.9741	0.2261	-0.8685	-377.3570
-0.9741	0.2261	0.8703	-5.5827
-0.9741	0.2261	0.8775	-44.8543
-0.9770	0.2131	-0.8633	-265.8829
-0.9770	0.2131	-0.8554	-244.6081
-0.9770	0.2131	0.8488	54.2563
-0.9770	0.2131	0.8573	39.4837
-0.9770	0.2131	0.8650	15.8536
-0.9795	0.2014	-0.8420	-128.4820
-0.9795	0.2014	-0.8329	-98.8482
-0.9795	0.2014	0.8350	79.9719
-0.9795	0.2014	0.8440	67.8251
-0.9816	0.1909	-0.8285	-38.4431
-0.9816	0.1909	-0.8188	-15.5765
-0.9816	0.1909	-0.8084	7.0844
-0.9816	0.1909	0.8109	112.7935
-0.9816	0.1909	0.8211	103.8674
-0.9816	0.1909	0.8307	87.8038
-0.9834	0.1815	-0.8048	41.6589
-0.9834	0.1815	-0.7938	57.4772
-0.9834	0.1815	0.7849	152.6566
-0.9834	0.1815	0.7964	145.4352
-0.9834	0.1815	0.8072	128.5026
-0.9849	0.1729	-0.7793	90.9181
-0.9849	0.1729	-0.7670	96.2365
-0.9849	0.1729	0.7700	195.3750
-0.9849	0.1729	0.7820	179.9023
-0.9863	0.1651	-0.7649	111.2749
-0.9863	0.1651	-0.7522	116.0962
-0.9863	0.1651	-0.7386	112.7794
-0.9863	0.1651	0.7419	243.5973
-0.9863	0.1651	0.7552	236.0797
-0.9875	0.1579	-0.7375	130.3346
-0.9875	0.1579	-0.7235	129.2852
-0.9875	0.1579	-0.7086	121.7101
-0.9875	0.1579	0.7122	276.5714
-0.9875	0.1579	0.7269	283.7040
-0.9885	0.1513	-0.7087	146.1331
-0.9885	0.1513	-0.6935	143.7482
-0.9885	0.1513	-0.6772	139.3486
-0.9885	0.1513	0.6811	286.7716
-0.9885	0.1513	0.6971	310.5890
-0.9885	0.1513	0.7122	310.1498
-0.9894	0.1453	-0.6787	169.5084
-0.9894	0.1453	-0.6622	174.8168
-0.9894	0.1453	-0.6447	184.3108
-0.9894	0.1453	0.6489	277.4489
-0.9894	0.1453	0.6661	314.7936
-0.9894	0.1453	0.6824	330.3891
-0.9902	0.1397	-0.6475	215.3891
-0.9902	0.1397	-0.6299	240.4855
-0.9902	0.1397	-0.6111	277.3950
-0.9902	0.1397	-0.5913	327.3238
-0.9902	0.1397	0.5960	204.9855
-0.9902	0.1397	0.6156	258.0940
-0.9902	0.1397	0.6341	303.4555
-0.9909	0.1345	-0.5967	360.2774
-0.9909	0.1345	-0.5768	441.0655
-0.9909	0.1345	-0.5559	539.9128
-0.9909	0.1345	0.5609	185.4567
-0.9909	0.1345	0.5815	237.6369
-0.9909	0.1345	0.6011	286.3588
-0.9915	0.1297	-0.5628	550.7677
-0.9915	0.1297	-0.5419	689.5671
-0.9915	0.1297	-0.5200	845.7753
-0.9915	0.1297	-0.4970	1003.6439
-0.9915	0.1297	0.5024	125.1349
-0.9915	0.1297	0.5252	170.4112
-0.9915	0.1297	0.5469	220.4105
-0.9915	0.1297	0.5675	269.8539
-0.9921	0.1253	-0.5285	809.9393
-0.9921	0.1253	-0.5067	1009.1251
-0.9921	0.1253	-0.4839	1215.8274
-0.9921	0.1253	-0.4600	1400.6298
-0.9921	0.1253	0.4410	82.9083
-0.9921	0.1253	0.4657	117.2947
-0.9921	0.1253	0.4893	159.3241
-0.9921	0.1253	0.5119	206.8520
-0.9926	0.1211	-0.4714	1345.3425
-0.9926	0.1211	-0.4478	1568.9561
-0.9926	0.1211	-0.4233	1746.4637
-0.9926	0.1211	-0.3977	1837.7859
-0.9926	0.1211	-0.3713	1830.8293
-0.9926	0.1211	0.3775	55.6799
-0.9926	0.1211	0.4038	80.3560
-0.9926	0.1211	0.4291	112.2245
-0.9926	0.1211	0.4534	151.2833
-0.9926	0.1211	0.4767	196.2051
-0.9931	0.1172	-0.4119	1803.6016
-0.9931	0.1172	-0.3868	1917.1739
-0.9931	0.1172	-0.3609	1931.0832
-0.9931	0.1172	-0.3340	1843.4259
-0.9931	0.1172	-0.3063	1654.8438
-0.9931	0.1172	-0.2779	1399.2559
-0.9931	0.1172	0.2846	24.6372
-0.9931	0.1172	0.3129	37.6631
-0.9931	0.1172	0.3404	55.4574
-0.9931	0.1172	0.3670	78.9519
-0.9931	0.1172	0.3928	108.8500
-0.9931	0.1172	0.4176	145.3212
-0.9935	0.1135	-0.3510	1850.9924
-0.9935	0.1135	-0.3247	1781.1050
-0.9935	0.1135	-0.2976	1611.7053
-0.9935	0.1135	-0.2698	1370.0076
-0.9935	0.1135	-0.2413	1099.1045
-0.9935	0.1135	-0.2122	825.5732
-0.9935	0.1135	-0.1825	576.3673
-0.9935	0.1135	-0.1522	371.2372
-0.9935	0.1135	-0.1216	216.2723
-0.9935	0.1135	0.1288	-4.7111
-0.9935	0.1135	0.1593	1.5036
-0.9935	0.1135	0.1894	7.8685
-0.9935	0.1135	0.2190	15.2879
-0.9935	0.1135	0.2480	24.8951
-0.9935	0.1135	0.2764	37.8254
-0.9935	0.1135	0.3040	55.1063
-0.9935	0.1135	0.3309	77.6264
-0.9939	0.1100	-0.2622	1211.7652
-0.9939	0.1100	-0.2344	974.6541
-0.9939	0.1100	-0.2060	730.6923
-0.9939	0.1100	-0.1771	504.8481
-0.9939	0.1100	-0.1477	315.8835
-0.9939	0.1100	-0.1179	172.3129
-0.9939	0.1100	-0.0878	73.1825
-0.9939	0.1100	-0.0575	11.4717
-0.9939	0.1100	-0.0270	-21.7108
-0.9939	0.1100	0.0036	-34.4909
-0.9939	0.1100	0.0341	-34.2259
-0.9939	0.1100	0.0646	-27.0299
-0.9939	0.1100	0.0949	-17.1094
-0.9939	0.1100	0.1249	-6.8863
-0.9939	0.1100	0.1546	2.9410
-0.9939	0.1100	0.1839	12.8203
-0.9939	0.1100	0.2127	23.8067
-0.9939	0.1100	0.2409	37.2310
-0.9943	0.1068	-0.0853	26.2478
-0.9943	0.1068	-0.0558	-23.0899
-0.9943	0.1068	-0.0262	-47.4004
-0.9943	0.1068	0.0035	-54.0042
-0.9943	0.1068	0.0331	-48.8949
-0.9943	0.1068	0.0627	-37.3666
-0.9943	0.1068	0.0921	-23.2046
0.9970	0.0773	-0.1148	7.3022
0.9970	0.0773	-0.0855	4.2272
0.9970	0.0773	-0.0560	2.0002
0.9970	0.0773	-0.0263	0.5441
0.9970	0.0773	0.0035	-0.2681
0.9970	0.0773	0.0332	-0.5905
0.9970	0.0773	0.0629	-0.5826
0.9970	0.0773	0.0924	-0.3983
0.9970	0.0773	0.1216	-0.1615
0.9968	0.0797	-0.2629	35.0222
0.9968	0.0797	-0.2350	26.1852
0.9968	0.0797	-0.2066	19.0346
0.9968	0.0797	-0.1776	13.3444
0.9968	0.0797	-0.1481	8.8427
0.9968	0.0797	-0.1183	5.3356
0.9968	0.0797	-0.0881	2.7558
0.9968	0.0797	-0.0577	1.0098
0.9968	0.0797	-0.0271	-0.0307
0.9968	0.0797	0.0036	-0.5150
0.9968	0.0797	0.0342	-0.6144
0.9968	0.0797	0.0648	-0.4981
0.9968	0.0797	0.0952	-0.2981
0.9968	0.0797	0.1253	-0.1066
0.9968	0.0797	0.1550	0.0162
0.9968	0.0797	0.1844	0.0368
0.9968	0.0797	0.2133	-0.0497
0.9968	0.0797	0.2416	-0.2149
0.9968	0.0797	0.2693	-0.4011
0.9966	0.0822	-0.3519	65.0453
0.9966	0.0822	-0.3256	53.6863
0.9966	0.0822	-0.2984	42.1489
0.9966	0.0822	-0.2706	31.6866
0.9966	0.0822	-0.2420	22.9922
0.9966	0.0822	-0.2128	16.1001
0.9966	0.0822	-0.1830	10.7592
0.9966	0.0822	-0.1527	6.6935
0.9966	0.0822	0.1598	0.0095
0.9966	0.0822	0.1900	0.0150
0.9966	0.0822	0.2197	-0.0600
0.9966	0.0822	0.2487	-0.1936
0.9966	0.0822	0.2771	-0.3436
0.9966	0.0822	0.3048	-0.4563
0.9966	0.0822	0.3318	-0.4745
0.9966	0.0822	0.3580	-0.3439
0.9964	0.0849	-0.4130	78.1138
0.9964	0.0849	-0.3879	70.7772
0.9964	0.0849	-0.3619	60.6077
0.9964	0.0849	-0.3350	49.1069
0.9964	0.0849	-0.3073	37.7630
0.9964	0.0849	0.2854	-0.1902
0.9964	0.0849	0.3138	-0.2579
0.9964	0.0849	0.3414	-0.2615
0.9964	0.0849	0.3680	-0.1698
0.9964	0.0849	0.3939	0.0437
0.9964	0.0849	0.4188	0.4132
0.9961	0.0877	-0.4727	76.4975
0.9961	0.0877	-0.4491	76.4847
0.9961	0.0877	-0.4245	72.2719
0.9961	0.0877	-0.3989	64.4265
0.9961	0.0877	0.3787	0.0227
0.9961	0.0877	0.4050	0.1627
0.9961	0.0877	0.4303	0.3714
0.9961	0.0877	0.4546	0.6858
0.9961	0.0877	0.4780	1.2043
0.9959	0.0908	-0.5299	62.8734
0.9959	0.0908	-0.5081	67.8294
0.9959	0.0908	-0.4853	70.0844
0.9959	0.0908	-0.4614	68.8162
0.9959	0.0908	0.4671	0.4769
0.9959	0.0908	0.4907	0.7336
0.9959	0.0908	0.5133	1.3011
0.9959	0.0908	0.5349	2.4911
0.9956	0.0941	-0.5644	52.4344
0.9956	0.0941	-0.5435	57.2576
0.9956	0.0941	-0.5215	60.4166
0.9956	0.0941	0.5040	0.3892
0.9956	0.0941	0.5267	0.7240
0.9956	0.0941	0.5484	1.6120
0.9956	0.0941	0.5691	3.4835
0.9952	0.0976	-0.6171	38.0315
0.9952	0.0976	-0.5983	42.5930
0.9952	0.0976	-0.5785	46.5548
0.9952	0.0976	-0.5575	49.4984
0.9952	0.0976	0.5625	1.0124
0.9952	0.0976	0.5832	2.6032
0.9952	0.0976	0.6028	5.5760
0.9948	0.1014	-0.6493	30.1673
0.9948	0.1014	-0.6316	33.8290
0.9948	0.1014	-0.6129	36.8402
0.9948	0.1014	0.5978	2.0119
0.9948	0.1014	0.6174	4.6666
0.9948	0.1014	0.6358	8.9491
0.9948	0.1014	0.6533	14.8277
0.9944	0.1055	-0.6805	23.3035
0.9944	0.1055	-0.6641	26.2909
0.9944	0.1055	-0.6466	28.5617
0.9944	0.1055	0.6508	7.8778
0.9944	0.1055	0.6680	13.2456
0.9944	0.1055	0.6842	19.5751
0.9939	0.1099	-0.7107	17.6843
0.9939	0.1099	-0.6955	20.1190
0.9939	0.1099	-0.6793	21.8441
0.9939	0.1099	0.6831	11.7934
0.9939	0.1099	0.6991	17.4745
0.9939	0.1099	0.7141	23.0212
0.9934	0.1147	-0.7395	13.1053
0.9934	0.1147	-0.7256	15.1992
0.9934	0.1147	-0.7107	16.6021
0.9934	0.1147	0.7143	15.3813
0.9934	0.1147	0.7289	20.1898
0.9934	0.1147	0.7426	23.6626
0.9928	0.1200	-0.7670	8.9592
0.9928	0.1200	-0.7543	10.9233
0.9928	0.1200	-0.7408	12.3039
0.9928	0.1200	0.7440	17.2772
0.9928	0.1200	0.7573	20.0676
0.9921	0.1258	-0.7928	4.8833
0.9921	0.1258	-0.7815	6.7152
0.9921	0.1258	-0.7693	8.2108
0.9921	0.1258	0.7722	16.4348
0.9921	0.1258	0.7842	16.7529
0.9912	0.1321	-0.8070	2.5688
0.9912	0.1321	-0.7961	3.9962
0.9912	0.1321	0.7988	12.8939
0.9912	0.1321	0.8094	11.2997
0.9903	0.1391	-0.8308	-0.8382
0.9903	0.1391	-0.8212	0.0373
0.9903	0.1391	-0.8109	1.1673
0.9903	0.1391	0.8133	9.3846
0.9903	0.1391	0.8235	7.9685
0.9903	0.1391	0.8329	5.7064
0.9892	0.1469	-0.8527	-2.7135
0.9892	0.1469	-0.8444	-2.8440
0.9892	0.1469	-0.8353	-2.3124
0.9892	0.1469	0.8375	5.2093
0.9892	0.1469	0.8464	3.4892
0.9878	0.1556	-0.8657	-4.0183
0.9878	0.1556	-0.8579	-4.4622
0.9878	0.1556	0.8597	1.8166
0.9878	0.1556	0.8674	0.6780
0.9862	0.1653	-0.8851	-3.4272
0.9862	0.1653	-0.8784	-4.9214
0.9862	0.1653	-0.8711	-5.5129
0.9862	0.1653	0.8729	0.4538
0.9862	0.1653	0.8800	-0.2579
0.9843	0.1764	-0.8969	-3.8441
0.9843	0.1764	-0.8908	-5.3802
0.9843	0.1764	0.8923	-1.7209
0.9843	0.1764	0.8983	-1.5534
0.9820	0.1890	-0.9136	-1.6459
0.9820	0.1890	-0.9085	-3.9997
0.9820	0.1890	-0.9029	-5.4442
0.9820	0.1890	0.9043	-4.6544
0.9820	0.1890	0.9097	-4.7779
0.9791	0.2035	-0.9241	-1.7413
0.9791	0.2035	-0.9196	-3.9787
0.9791	0.2035	0.9207	-11.5567
0.9791	0.2035	0.9252	-10.5786
0.9754	0.2204	-0.9342	-1.8629
0.9754	0.2204	-0.9302	-3.9411
0.9754	0.2204	0.9312	-23.6772
0.9754	0.2204	0.9351	-24.2559
0.9707	0.2402	-0.9470	0.9680
0.9707	0.2402	-0.9438	-2.1830
0.9707	0.2402	0.9411	-42.9207
0.9707	0.2402	0.9446	-46.5720
0.9707	0.2402	0.9477	-44.2116
0.9646	0.2638	-0.9555	0.3646
0.9646	0.2638	-0.9527	-2.9090
0.9646	0.2638	0.9534	-79.5541
0.9646	0.2638	0.9561	-79.5356
0.9563	0.2924	-0.9633	-0.7830
0.9563	0.2924	-0.9610	-4.2952
0.9563	0.2924	0.9615	-124.6327
0.9563	0.2924	0.9638	-128.6789
0.9449	0.3274	-0.9721	3.9028
0.9449	0.3274	-0.9704	-2.7941
0.9449	0.3274	0.9690	-182.4314
0.9449	0.3274	0.9708	-192.8307
0.9285	0.3712	-0.9781	2.0282
0.9285	0.3712	-0.9767	-6.1591
0.9285	0.3712	0.9771	-272.4162
0.9285	0.3712	0.9784	-263.9597
0.9042	0.4272	-0.9833	-1.3956
0.9042	0.4272	-0.9823	-11.6394
0.9042	0.4272	0.9825	-367.2612
0.9042	0.4272	0.9835	-362.9127
0.8660	0.5001	-0.9877	-7.4298
0.8660	0.5001	-0.9870	-20.3993
0.8660	0.5001	0.9872	-476.7419
0.8660	0.5001	0.9879	-479.7097
0.8029	0.5961	-0.9913	-17.6793
0.8029	0.5961	-0.9908	-34.0861
0.8029	0.5961	0.9909	-599.6270
0.8029	0.5961	0.9914	-613.5069
0.6933	0.7207	-0.9940	-34.2180
0.6933	0.7207	-0.9937	-54.7459
0.6933	0.7207	0.9938	-734.1667
0.6933	0.7207	0.9941	-762.3687
0.4999	0.8661	-0.9959	-59.1948
0.4999	0.8661	-0.9956	-84.4770
0.4999	0.8661	0.9957	-878.6940
0.4999	0.8661	0.9959	-923.7673
0.1889	0.9820	-0.9968	-94.3616
0.1889	0.9820	-0.9966	-124.9759
0.1889	0.9820	0.9966	-1032.5595
0.1889	0.9820	0.9968	-1095.6700
-0.1889	0.9820	-0.9968	-140.5914
-0.1889	0.9820	-0.9966	-177.0409
-0.1889	0.9820	0.9966	-1196.5965
-0.1889	0.9820	0.9968	-1277.1892
-0.4999	0.8661	-0.9959	-197.3534
-0.4999	0.8661	-0.9956	-240.1233
-0.4999	0.8661	0.9957	-1372.1447
-0.4999	0.8661	0.9959	-1467.8911
-0.6933	0.7207	-0.9940	-262.2516
-0.6933	0.7207	-0.9937	-311.8811
-0.6933	0.7207	0.9938	-1557.7813
-0.6933	0.7207	0.9941	-1664.6094
-0.8029	0.5961	-0.9913	-331.2593
-0.8029	0.5961	-0.9908	-388.2383
-0.8029	0.5961	0.9909	-1744.9078
-0.8029	0.5961	0.9914	-1857.1367
-0.8660	0.5001	-0.9877	-399.3465
-0.8660	0.5001	-0.9870	-464.1621
-0.8660	0.5001	0.9872	-1914.8137
-0.8660	0.5001	0.9879	-2025.5311
-0.9042	0.4272	-0.9833	-461.0178
-0.9042	0.4272	-0.9823	-533.9828
-0.9042	0.4272	0.9825	-2040.0400
-0.9042	0.4272	0.9835	-2141.5104
-0.9285	0.3712	-0.9781	-510.9913
-0.9285	0.3712	-0.9767	-591.7550
-0.9285	0.3712	0.9771	-2090.5693
-0.9285	0.3712	0.9784	-2175.1690
-0.9449	0.3274	-0.9721	-544.8423
-0.9449	0.3274	-0.9704	-632.6452
-0.9449	0.3274	0.9690	-1791.9824
-0.9449	0.3274	0.9708	-2043.3695
-0.9563	0.2924	-0.9633	-652.9684
-0.9563	0.2924	-0.9610	-689.9073
-0.9563	0.2924	0.9615	-1676.4817
-0.9563	0.2924	0.9638	-1892.7637
-0.9646	0.2638	-0.9555	-650.1750
-0.9646	0.2638	-0.9527	-697.6536
-0.9646	0.2638	0.9534	-1479.7712
-0.9646	0.2638	0.9561	-1653.3666
-0.9707	0.2402	-0.9470	-623.5388
-0.9707	0.2402	-0.9438	-681.1165
-0.9707	0.2402	0.9411	-995.7860
-0.9707	0.2402	0.9446	-1223.7745
-0.9707	0.2402	0.9477	-1354.3518
-0.9754	0.2204	-0.9342	-637.9826
-0.9754	0.2204	-0.9302	-647.6538
-0.9754	0.2204	0.9312	-771.6445
-0.9754	0.2204	0.9351	-941.8218
-0.9791	0.2035	-0.9241	-570.4443
-0.9791	0.2035	-0.9196	-592.2917
-0.9791	0.2035	0.9207	-550.4548
-0.9791	0.2035	0.9252	-670.1072
-0.9820	0.1890	-0.9136	-484.2574
-0.9820	0.1890	-0.9085	-513.9155
-0.9820	0.1890	-0.9029	-497.7879
-0.9820	0.1890	0.9043	-257.2650
-0.9820	0.1890	0.9097	-355.8698
-0.9843	0.1764	-0.8969	-419.5715
-0.9843	0.1764	-0.8908	-412.7659
-0.9843	0.1764	0.8923	-139.1218
-0.9843	0.1764	0.8983	-202.1302
-0.9862	0.1653	-0.8851	-317.1337
-0.9862	0.1653	-0.8784	-317.5845
-0.9862	0.1653	-0.8711	-288.4756
-0.9862	0.1653	0.8729	-16.6208
-0.9862	0.1653	0.8800	-52.9391
-0.9878	0.1556	-0.8657	-220.0665
-0.9878	0.1556	-0.8579	-199.5852
-0.9878	0.1556	0.8597	27.5908
-0.9878	0.1556	0.8674	4.1842
-0.9892	0.1469	-0.8527	-131.0779
-0.9892	0.1469	-0.8444	-116.6712
-0.9892	0.1469	-0.8353	-90.4775
-0.9892	0.1469	0.8375	72.5853
-0.9892	0.1469	0.8464	59.1487
-0.9903	0.1391	-0.8308	-48.4643
-0.9903	0.1391	-0.8212	-29.1225
-0.9903	0.1391	-0.8109	-8.0465
-0.9903	0.1391	0.8133	109.7819
-0.9903	0.1391	0.8235	100.4562
-0.9903	0.1391	0.8329	83.8779
-0.9912	0.1321	-0.8070	19.5566
-0.9912	0.1321	-0.7961	34.4020
-0.9912	0.1321	0.7988	145.4212
-0.9912	0.1321	0.8094	129.1001
-0.9921	0.1258	-0.7928	54.8137
-0.9921	0.1258	-0.7815	66.5170
-0.9921	0.1258	-0.7693	72.9265
-0.9921	0.1258	0.7722	196.7294
-0.9921	0.1258	0.7842	182.9056
-0.9928	0.1200	-0.7670	89.9627
-0.9928	0.1200	-0.7543	95.1869
-0.9928	0.1200	-0.7408	93.5603
-0.9928	0.1200	0.7440	245.9338
-0.9928	0.1200	0.7573	240.2394
-0.9934	0.1147	-0.7395	113.7662
-0.9934	0.1147	-0.7256	113.4046
-0.9934	0.1147	-0.7107	107.3638
-0.9934	0.1147	0.7143	280.5826
-0.9934	0.1147	0.7289	289.3447
-0.9934	0.1147	0.7426	275.2240
-0.9939	0.1099	-0.7107	133.6584
-0.9939	0.1099	-0.6955	132.0679
-0.9939	0.1099	-0.6793	129.0696
-0.9939	0.1099	0.6831	292.8204
-0.9939	0.1099	0.6991	318.4350
-0.9939	0.1099	0.7141	319.5564
-0.9944	0.1055	-0.6805	160.1138
-0.9944	0.1055	-0.6641	166.1366
-0.9944	0.1055	-0.6466	176.6111
-0.9944	0.1055	0.6508	285.1082
-0.9944	0.1055	0.6680	324.6774
-0.9944	0.1055	0.6842	342.2028
-0.9948	0.1014	-0.6493	207.8361
-0.9948	0.1014	-0.6316	233.5435
-0.9948	0.1014	-0.6129	271.2833
-0.9948	0.1014	0.5978	210.8440
-0.9948	0.1014	0.6174	266.6555
-0.9948	0.1014	0.6358	314.7323
-0.9948	0.1014	0.6533	345.4491
-0.9952	0.0976	-0.6171	293.6044
-0.9952	0.0976	-0.5983	355.1437
-0.9952	0.0976	-0.5785	436.5185
-0.9952	0.0976	-0.5575	534.4581
-0.9952	0.0976	0.5625	190.6640
-0.9952	0.0976	0.5832	245.8387
-0.9952	0.0976	0.6028	297.8941
-0.9956	0.0941	-0.5644	547.7866
-0.9956	0.0941	-0.5435	686.8303
-0.9956	0.0941	-0.5215	840.7310
-0.9956	0.0941	0.5040	126.4159
-0.9956	0.0941	0.5267	174.0194
-0.9956	0.0941	0.5484	227.0821
-0.9956	0.0941	0.5691	280.1378
-0.9959	0.0908	-0.5299	810.0873
-0.9959	0.0908	-0.5081	1008.0470
-0.9959	0.0908	-0.4853	1210.8236
-0.9959	0.0908	-0.4614	1387.8043
-0.9959	0.0908	0.4671	116.5229
-0.9959	0.0908	0.4907	160.6065
-0.9959	0.0908	0.5133	211.1159
-0.9959	0.0908	0.5349	263.7691
-0.9961	0.0877	-0.4727	1346.2333
-0.9961	0.0877	-0.4491	1562.4273
-0.9961	0.0877	-0.4245	1727.0139
-0.9961	0.0877	-0.3989	1802.6451
-0.9961	0.0877	0.3787	51.5690
-0.9961	0.0877	0.4050	76.4121
-0.9961	0.0877	0.4303	109.0683
-0.9961	0.0877	0.4546	149.8001
-0.9961	0.0877	0.4780	197.3828
-0.9964	0.0849	-0.4130	1792.0686
-0.9964	0.0849	-0.3879	1890.8288
-0.9964	0.0849	-0.3619	1889.5512
-0.9964	0.0849	-0.3350	1781.2661
-0.9964	0.0849	-0.3073	1585.0124
-0.9964	0.0849	0.2854	20.2083
-0.9964	0.0849	0.3138	32.4361
-0.9964	0.0849	0.3414	49.6603
-0.9964	0.0849	0.3680	72.9689
-0.9964	0.0849	0.3939	103.2843
-0.9964	0.0849	0.4188	141.0037
-0.9966	0.0822	-0.3519	1818.5179
-0.9966	0.0822	-0.3256	1729.3080
-0.9966	0.0822	-0.2984	1550.3129
-0.9966	0.0822	-0.2706	1309.4343
-0.9966	0.0822	-0.2420	1039.0722
-0.9966	0.0822	-0.2128	772.7186
-0.9966	0.0822	-0.1830	534.9197
-0.9966	0.0822	-0.1527	342.3448
-0.9966	0.0822	0.1598	1.0391
-0.9966	0.0822	0.1900	5.7797
-0.9966	0.0822	0.2197	11.7000
-0.9966	0.0822	0.2487	19.9380
-0.9966	0.0822	0.2771	31.6679
-0.9966	0.0822	0.3048	48.0247
-0.9966	0.0822	0.3318	70.0143
-0.9966	0.0822	0.3580	98.4174
-0.9968	0.0797	-0.2629	1163.2124
-0.9968	0.0797	-0.2350	928.1259
-0.9968	0.0797	-0.2066	689.6971
-0.9968	0.0797	-0.1776	471.6951
-0.9968	0.0797	-0.1481	292.8018
-0.9968	0.0797	-0.1183	159.7163
-0.9968	0.0797	-0.0881	68.6441
-0.9968	0.0797	-0.0577	12.3264
-0.9968	0.0797	-0.0271	-17.1898
-0.9968	0.0797	0.0036	-28.2480
-0.9968	0.0797	0.0342	-27.9838
-0.9968	0.0797	0.0648	-21.8976
-0.9968	0.0797	0.0952	-13.7969
-0.9968	0.0797	0.1253	-5.6399
-0.9968	0.0797	0.1550	2.0986
-0.9968	0.0797	0.1844	9.9845
-0.9968	0.0797	0.2133	19.1369
-0.9968	0.0797	0.2416	30.8844
-0.9968	0.0797	0.2693	46.5370
-0.9970	0.0773	-0.1148	101.5035
-0.9970	0.0773	-0.0855	24.8929
-0.9970	0.0773	-0.0560	-20.5677
-0.9970	0.0773	-0.0263	-42.2389
-0.9970	0.0773	0.0035	-47.5878
-0.9970	0.0773	0.0332	-42.7006
-0.9970	0.0773	0.0629	-32.3218
-0.9970	0.0773	0.0924	-20.0593
-0.9970	0.0773	0.1216	-8.0008
0.9989	0.0477	-0.1441	10.9435
0.9989	0.0477	-0.1150	7.3858
0.9989	0.0477	-0.0857	4.5757
0.9989	0.0477	-0.0561	2.5239
0.9989	0.0477	-0.0263	1.1501
0.9989	0.0477	0.0035	0.3312
0.9989	0.0477	0.0333	-0.0610
0.9989	0.0477	0.0630	-0.1656
0.9989	0.0477	0.0925	-0.1218
0.9989	0.0477	0.1218	-0.0382
0.9988	0.0491	-0.2634	33.0165
0.9988	0.0491	-0.2355	24.7782
0.9988	0.0491	-0.2070	18.1300
0.9988	0.0491	-0.1779	12.8596
0.9988	0.0491	-0.1484	8.7371
0.9988	0.0491	-0.1185	5.5455
0.9988	0.0491	-0.0883	3.1853
0.9988	0.0491	-0.0578	1.5812
0.9988	0.0491	-0.0271	0.5937
0.9988	0.0491	0.0036	0.0749
0.9988	0.0491	0.0343	-0.1190
0.9988	0.0491	0.0649	-0.1293
0.9988	0.0491	0.0953	-0.0674
0.9988	0.0491	0.1255	-0.0092
0.9988	0.0491	0.1553	-0.0046
0.9988	0.0491	0.1847	-0.0800
0.9988	0.0491	0.2137	-0.2368
0.9988	0.0491	0.2420	-0.4478
0.9988	0.0491	0.2698	-0.6626
0.9987	0.0507	-0.3526	61.6608
0.9987	0.0507	-0.3262	50.6594
0.9987	0.0507	-0.2990	39.6966
0.9987	0.0507	-0.2711	29.8871
0.9987	0.0507	-0.2425	21.7798
0.9987	0.0507	-0.2132	15.3686
0.9987	0.0507	-0.1834	10.4283
0.9987	0.0507	0.1601	-0.0027
0.9987	0.0507	0.1904	-0.0514
0.9987	0.0507	0.2201	-0.1532
0.9987	0.0507	0.2492	-0.2917
0.9987	0.0507	0.2777	-0.4343
0.9987	0.0507	0.3054	-0.5392
0.9987	0.0507	0.3324	-0.5618
0.9987	0.0507	0.3586	-0.4607
0.9986	0.0524	-0.4138	75.0070
0.9986	0.0524	-0.3887	67.3419
0.9986	0.0524	-0.3626	57.2583
0.9986	0.0524	-0.3357	46.1755
0.9986	0.0524	-0.3079	35.4584
0.9986	0.0524	0.3144	-0.2189
0.9986	0.0524	0.3420	-0.2070
0.9986	0.0524	0.3688	-0.1179
0.9986	0.0524	0.3946	0.0678
0.9986	0.0524	0.4196	0.3729
0.9985	0.0541	-0.4735	74.9621
0.9985	0.0541	-0.4499	74.0745
0.9985	0.0541	-0.4253	69.1970
0.9985	0.0541	-0.3997	61.0726
0.9985	0.0541	0.3795	0.1548
0.9985	0.0541	0.4058	0.2993
0.9985	0.0541	0.4311	0.4969
0.9985	0.0541	0.4555	0.7714
0.9985	0.0541	0.4789	1.2022
0.9984	0.0560	-0.5309	62.5211
0.9984	0.0560	-0.5091	66.9682
0.9984	0.0560	-0.4862	68.4910
0.9984	0.0560	-0.4623	66.4603
0.9984	0.0560	0.4680	0.7033
0.9984	0.0560	0.4917	0.9497
0.9984	0.0560	0.5143	1.4470
0.9984	0.0560	0.5359	2.4879
0.9983	0.0581	-0.5654	51.9057
0.9983	0.0581	-0.5445	56.6016
0.9983	0.0581	-0.5226	59.3791
0.9983	0.0581	0.5278	1.0471
0.9983	0.0581	0.5495	1.8534
0.9983	0.0581	0.5701	3.5632
0.9982	0.0602	-0.6183	36.8891
0.9982	0.0602	-0.5995	41.5613
